covariate_set,lag_weeks,reference_date,horizon,target_end_date,observed,median,absolute_error,squared_error
WVAL only,5,2025-11-22,1,2025-11-29,5220,4088.9086961778626,1131.0913038221374,1279367.5375820629
WVAL only,5,2025-11-22,2,2025-12-06,7449,4070.4444501880544,3378.5555498119456,11414637.603165098
WVAL only,5,2025-11-22,3,2025-12-13,11156,3752.674568854405,7403.325431145595,54809227.439447105
WVAL only,5,2025-11-29,1,2025-12-06,7449,5986.091552337211,1462.9084476627886,2140101.12624315
WVAL only,5,2025-11-29,2,2025-12-13,11156,5948.671271542008,5207.328728457992,27116272.48622393
WVAL only,5,2025-11-29,3,2025-12-20,21083,5475.4087702090155,15607.591229790985,243596903.99624848
WVAL only,5,2025-12-06,1,2025-12-13,11156,8431.218649387263,2724.781350612737,7424433.40864697
WVAL only,5,2025-12-06,2,2025-12-20,21083,8326.759291213832,12756.240708786168,162721677.02049345
WVAL only,5,2025-12-06,3,2025-12-27,37602,7661.18606712391,29940.813932876088,896452338.9631069
WVAL only,5,2025-12-13,1,2025-12-20,21083,12968.435428260917,8114.5645717390835,65846158.1889231
WVAL only,5,2025-12-13,2,2025-12-27,37602,13015.253875672708,24586.746124327292,604508084.9821231
WVAL only,5,2025-12-13,3,2026-01-03,42634,12108.561397832014,30525.438602167986,931802401.8547274
WVAL only,5,2025-12-20,1,2025-12-27,37602,27073.053847228417,10528.946152771583,110858707.08796352
WVAL only,5,2025-12-20,2,2026-01-03,42634,28532.824764048382,14101.175235951618,198843143.03501517
WVAL only,5,2025-12-20,3,2026-01-10,29933,26699.329183186575,3233.6708168134246,10456626.9515108
WVAL only,5,2025-12-27,1,2026-01-03,42634,48703.91627512478,6069.916275124779,36843883.58702467
WVAL only,5,2025-12-27,2,2026-01-10,29933,53082.11771607429,23149.117716074288,535881651.0326645
WVAL only,5,2025-12-27,3,2026-01-17,19754,53636.978469009475,33882.978469009475,1148056229.9313598
WVAL only,5,2026-01-03,1,2026-01-10,29933,40385.53065339019,10452.53065339019,109255397.06006154
WVAL only,5,2026-01-03,2,2026-01-17,19754,36296.562035101146,16542.562035101146,273656358.68516976
WVAL only,5,2026-01-03,3,2026-01-24,16819,34709.19464588678,17890.194645886782,320059064.4677161
WVAL only,5,2026-01-10,1,2026-01-17,19754,17184.203122399445,2569.7968776005546,6603855.99212556
WVAL only,5,2026-01-10,2,2026-01-24,16819,12433.742947077351,4385.257052922649,19230479.420207832
WVAL only,5,2026-01-10,3,2026-01-31,15751,11844.749967978498,3906.250032021502,15258789.312667986
WVAL only,5,2026-01-17,1,2026-01-24,16819,17127.941777929842,308.9417779298419,95445.02215045175
WVAL only,5,2026-01-17,2,2026-01-31,15751,16911.2618002237,1160.2618002236995,1346207.44505834
WVAL only,5,2026-01-17,3,2026-02-07,16121,15558.048062242806,562.9519377571942,316914.88422457984
WVAL only,5,2026-01-24,1,2026-01-31,15751,16336.323357905188,585.3233579051885,342603.43330940534
WVAL only,5,2026-01-24,2,2026-02-07,16121,14924.217352575575,1196.7826474244248,1432288.7051762152
WVAL only,5,2026-01-24,3,2026-02-14,16436,13418.236345277335,3017.763654722665,9106897.475765094
WVAL only,5,2026-01-31,1,2026-02-07,16121,13888.697636919986,2232.3023630800144,4983173.840212616
WVAL only,5,2026-01-31,2,2026-02-14,16436,12302.045224154443,4133.954775845557,17089582.088736292
WVAL only,5,2026-01-31,3,2026-02-21,14731,10585.27293162724,4145.72706837276,17187052.9254386
WVAL only,5,2026-02-07,1,2026-02-14,16436,16394.57976260179,41.42023739821161,1715.636066124208
WVAL only,5,2026-02-07,2,2026-02-21,14731,15174.837754155586,443.83775415558557,196991.95201387402
WVAL only,5,2026-02-07,3,2026-02-28,11159,13817.132426329703,2658.132426329703,7065667.995905433
WVAL only,5,2026-02-14,1,2026-02-21,14731,15253.80701054406,522.8070105440602,273327.17027401703
WVAL only,5,2026-02-14,2,2026-02-28,11159,13904.414863489077,2745.414863489077,7537302.772666748
WVAL only,5,2026-02-14,3,2026-03-07,9598,12719.198738635048,3121.1987386350484,9741881.566057017
WVAL only,5,2026-02-21,1,2026-02-28,11159,12990.946860904027,1831.9468609040268,3356029.3011761177
WVAL only,5,2026-02-21,2,2026-03-07,9598,11731.385634187583,2133.3856341875835,4551334.264157957
WVAL only,5,2026-02-21,3,2026-03-14,7793,10629.932401543767,2836.932401543767,8048185.450928885
WVAL only,5,2026-02-28,1,2026-03-07,9598,8423.772170669907,1174.2278293300933,1378810.9951732627
WVAL only,5,2026-02-28,2,2026-03-14,7793,7058.187954387505,734.8120456124952,539948.7423772198
WVAL only,5,2026-02-28,3,2026-03-21,6088,6335.205152267756,247.2051522677557,61110.387307724275
WVAL only,5,2026-03-07,1,2026-03-14,7793,9225.586350456924,1432.5863504569243,2052303.6515154894
WVAL only,5,2026-03-07,2,2026-03-21,6088,8718.126720435019,2630.126720435019,6917566.565546268
WVAL only,5,2026-03-07,3,2026-03-28,3306,7902.025491969007,4596.025491969007,21123450.322828952
WVAL only,5,2026-03-14,1,2026-03-21,6088,6084.807935576459,3.1920644235406144,10.189275284033675
WVAL only,5,2026-03-14,2,2026-03-28,3306,5012.670738695488,1706.6707386954877,2912725.0103194015
WVAL only,5,2026-03-14,3,2026-04-04,2901,4455.17413757893,1554.1741375789297,2415457.24991921
WVAL only,5,2026-03-21,1,2026-03-28,3306,5018.778933426852,1712.7789334268518,2933611.6747908243
WVAL only,5,2026-03-21,2,2026-04-04,2901,4462.673828600913,1561.673828600913,2438825.146937034
WVAL only,5,2026-03-21,3,2026-04-11,2235,3995.79097932775,1760.79097932775,3100384.872881977
WVAL only,5,2026-03-28,1,2026-04-04,2901,1317.7762095152948,1583.2237904847052,2506597.5707567576
WVAL only,5,2026-03-28,2,2026-04-11,2235,545.4268075550406,1689.5731924449594,2854657.5726286517
WVAL only,5,2026-03-28,3,2026-04-18,1941,499.62592375617305,1441.374076243827,2077559.2276677454
WVAL only,5,2026-04-04,1,2026-04-11,2235,3446.230068681569,1211.2300686815688,1467078.279278358
WVAL only,5,2026-04-04,2,2026-04-18,1941,3676.066673858158,1735.066673858158,3010456.362733212
WVAL only,5,2026-04-04,3,2026-04-25,1877,3332.960513568971,1455.9605135689708,2119821.017072021
WVAL only,5,2026-04-11,1,2026-04-18,1941,1458.4259195192221,482.57408048077787,232877.7431518683
WVAL only,5,2026-04-11,2,2026-04-25,1877,898.1863529852874,978.8136470147126,958076.1555822424
WVAL only,5,2026-04-11,3,2026-05-02,1649,817.6806116420764,831.3193883579236,691091.9254597921
WVAL only,5,2026-04-18,1,2026-04-25,1877,1779.503404352402,97.49659564759804,9505.586162871234
WVAL only,5,2026-04-18,2,2026-05-02,1649,1785.4650253446528,136.46502534465276,18622.70314231672
WVAL only,5,2026-04-18,3,2026-05-09,1473,1621.0433973078293,148.0433973078293,21916.847486443803
WVAL only,5,2026-04-25,1,2026-05-02,1649,1963.7809119747944,314.78091197479444,99087.02254368328
WVAL only,5,2026-04-25,2,2026-05-09,1473,1816.8639705327266,343.8639705327266,118242.43023053189
WVAL only,5,2026-04-25,3,2026-05-16,1306,1649.6630599220903,343.66305992209027,118104.29875501421
WVAL only,5,2026-05-02,1,2026-05-09,1473,1239.5838359764084,233.4161640235916,54483.105627488214
WVAL only,5,2026-05-02,2,2026-05-16,1306,1016.0041968725715,289.99580312742853,84097.56583152228
WVAL only,5,2026-05-02,3,2026-05-23,1250,924.641248156117,325.35875184388306,105858.31740140947
WVAL only,5,2026-05-09,1,2026-05-16,1306,1444.7840315449655,138.7840315449655,19261.00741187398
WVAL only,5,2026-05-09,2,2026-05-23,1250,1395.7267174357783,145.72671743577826,21236.27617460716
WVAL only,5,2026-05-09,3,2026-05-30,1060,1268.6503410047108,208.65034100471075,43534.964801382084
WVAL only,5,2026-05-16,1,2026-05-23,1250,1140.8595209374616,109.14047906253836,11911.644170000374
WVAL only,5,2026-05-16,2,2026-05-30,1060,988.6562789127395,71.34372108726052,5089.926538576821
WVAL only,5,2026-05-16,3,2026-06-06,1011,900.0553388233743,110.94466117662569,12308.717843596274
WVAL only,6,2025-09-27,1,2025-10-04,976,1104.0061437053525,128.00614370535254,16385.572826315365
WVAL only,6,2025-09-27,2,2025-10-11,1016,1098.6239322236343,82.62393222363426,6826.714176095707
WVAL only,6,2025-09-27,3,2025-10-18,1119,1013.3049197344305,105.69508026556946,11171.449992345171
WVAL only,6,2025-10-04,1,2025-10-11,1016,880.0428247397257,135.9571752602743,18484.353504752944
WVAL only,6,2025-10-04,2,2025-10-18,1119,767.0687387051048,351.9312612948952,123855.6126766158
WVAL only,6,2025-10-04,3,2025-10-25,1199,706.7886720517963,492.2113279482037,242271.99136053413
WVAL only,6,2025-10-11,1,2025-10-18,1119,999.653199977203,119.34680002279697,14243.65867568149
WVAL only,6,2025-10-11,2,2025-10-25,1199,969.044119732411,229.955880267589,52879.706869641734
WVAL only,6,2025-10-11,3,2025-11-01,1358,893.7331124461433,464.2668875538567,215543.7428789454
WVAL only,6,2025-10-18,1,2025-10-25,1199,1213.6914878621997,14.691487862199665,215.83981560516008
WVAL only,6,2025-10-18,2,2025-11-01,1358,1239.4788025264816,118.52119747351844,14047.274250556755
WVAL only,6,2025-10-18,3,2025-11-08,1787,1239.4788025264816,547.5211974735184,299779.4616828356
WVAL only,6,2025-10-25,1,2025-11-01,1358,1213.456380255968,144.54361974403196,20892.858008707306
WVAL only,6,2025-10-25,2,2025-11-08,1787,1208.6152354343246,578.3847645656754,334528.93588169175
WVAL only,6,2025-10-25,3,2025-11-15,2487,1208.6152354343246,1278.3847645656754,1634267.6062736372
WVAL only,6,2025-11-01,1,2025-11-08,1787,1464.4836618925042,322.5163381074958,104016.78834626856
WVAL only,6,2025-11-01,2,2025-11-15,2487,1511.9833594333215,975.0166405666785,950657.4493819315
WVAL only,6,2025-11-01,3,2025-11-22,3584,1511.9833594333215,2072.0166405666787,4293252.958785225
WVAL only,6,2025-11-08,1,2025-11-15,2487,2082.98850667135,404.01149332865,163225.28674164577
WVAL only,6,2025-11-08,2,2025-11-22,3584,2189.0046524024287,1394.9953475975713,1946012.0198188687
WVAL only,6,2025-11-08,3,2025-11-29,5220,2189.0046524024287,3030.9953475975713,9186932.797158122
WVAL only,6,2025-11-15,1,2025-11-22,3584,2904.4356851458574,679.5643148541426,461807.65802318027
WVAL only,6,2025-11-15,2,2025-11-29,5220,3037.3893618017105,2182.6106381982895,4763789.197976344
WVAL only,6,2025-11-15,3,2025-12-06,7449,3037.3893618017105,4411.61063819829,19462308.423064325
WVAL only,6,2025-11-22,1,2025-11-29,5220,4241.063623750917,978.936376249083,958316.4287436862
WVAL only,6,2025-11-22,2,2025-12-06,7449,4465.117722719534,2983.882277280466,8903553.44466846
WVAL only,6,2025-11-22,3,2025-12-13,11156,4465.117722719534,6690.882277280466,44767905.64842583
WVAL only,6,2025-11-29,1,2025-12-06,7449,6199.993133233723,1249.0068667662772,1560018.153229313
WVAL only,6,2025-11-29,2,2025-12-13,11156,6523.584383770992,4632.415616229008,21459274.441482384
WVAL only,6,2025-11-29,3,2025-12-20,21083,6523.584383770992,14559.41561622901,211976583.08609313
WVAL only,6,2025-12-06,1,2025-12-13,11156,8739.183498219494,2416.816501780506,5841002.003278562
WVAL only,6,2025-12-06,2,2025-12-20,21083,9154.334297100117,11928.665702899883,142293065.45153996
WVAL only,6,2025-12-06,3,2025-12-27,37602,9154.334297100117,28447.66570289988,809269683.9439462
WVAL only,6,2025-12-13,1,2025-12-20,21083,13017.389196499285,8065.610803500715,65054077.63354744
WVAL only,6,2025-12-13,2,2025-12-27,37602,13059.185120627108,24542.81487937289,602349762.2031673
WVAL only,6,2025-12-13,3,2026-01-03,42634,12143.755026663273,30490.244973336725,929655038.5340854
WVAL only,6,2025-12-20,1,2025-12-27,37602,27191.2256305947,10410.774369405299,108384222.97066629
WVAL only,6,2025-12-20,2,2026-01-03,42634,28435.31957800392,14198.68042199608,201602525.72597477
WVAL only,6,2025-12-20,3,2026-01-10,29933,26629.162741906763,3303.8372580932373,10915340.62796504
WVAL only,6,2025-12-27,1,2026-01-03,42634,48619.449936553734,5985.449936553734,35825610.9429911
WVAL only,6,2025-12-27,2,2026-01-10,29933,52768.42687394639,22835.426873946388,521456720.5153529
WVAL only,6,2025-12-27,3,2026-01-17,19754,53032.42144289415,33278.42144289415,1107453333.7308772
WVAL only,6,2026-01-03,1,2026-01-10,29933,40147.557029272786,10214.557029272786,104337175.30426608
WVAL only,6,2026-01-03,2,2026-01-17,19754,36120.51608215854,16366.516082158538,267862848.66755405
WVAL only,6,2026-01-03,3,2026-01-24,16819,33876.24488823606,17057.244888236062,290949603.1772553
WVAL only,6,2026-01-10,1,2026-01-17,19754,17200.27801996333,2553.7219800366693,6521495.9513224065
WVAL only,6,2026-01-10,2,2026-01-24,16819,12124.359379842705,4694.640620157295,22039650.552430876
WVAL only,6,2026-01-10,3,2026-01-31,15751,10838.509821909425,4912.490178090575,24132559.749836367
WVAL only,6,2026-01-17,1,2026-01-24,16819,16854.41769482858,35.41769482857853,1254.4131069703185
WVAL only,6,2026-01-17,2,2026-01-31,15751,16049.859952021194,298.85995202119375,89317.27092211023
WVAL only,6,2026-01-17,3,2026-02-07,16121,14565.66485214636,1555.3351478536406,2419067.422148906
WVAL only,6,2026-01-24,1,2026-01-31,15751,15984.750353583218,233.75035358321838,54639.227800279616
WVAL only,6,2026-01-24,2,2026-02-07,16121,14493.445212830455,1627.5547871695453,2648934.5852385038
WVAL only,6,2026-01-24,3,2026-02-14,16436,13149.873238934582,3286.1267610654177,10798629.089790292
WVAL only,6,2026-01-31,1,2026-02-07,16121,14058.95183001422,2062.048169985779,4252042.655341701
WVAL only,6,2026-01-31,2,2026-02-14,16436,12671.183287611902,3764.8167123880976,14173844.877876723
WVAL only,6,2026-01-31,3,2026-02-21,14731,11494.649932434422,3236.350067565578,10473961.75983172
WVAL only,6,2026-02-07,1,2026-02-14,16436,16427.97360831669,8.026391683310067,64.422963453909
WVAL only,6,2026-02-07,2,2026-02-21,14731,15565.68468102318,834.68468102318,696698.5167347678
WVAL only,6,2026-02-07,3,2026-02-28,11159,14012.799253051768,2853.7992530517677,8144170.176718827
WVAL only,6,2026-02-14,1,2026-02-21,14731,15581.4407674181,850.4407674181002,723249.4988866872
WVAL only,6,2026-02-14,2,2026-02-28,11159,14032.586258102425,2873.586258102425,8257497.982755096
WVAL only,6,2026-02-14,3,2026-03-07,9598,12780.241802972967,3182.241802972967,10126662.89258864
WVAL only,6,2026-02-21,1,2026-02-28,11159,12438.31535611256,1279.31535611256,1636647.7803854062
WVAL only,6,2026-02-21,2,2026-03-07,9598,11035.83624292797,1437.8362429279696,2067373.0614772192
WVAL only,6,2026-02-21,3,2026-03-14,7793,10064.547669449294,2271.5476694492936,5159928.814580517
WVAL only,6,2026-02-28,1,2026-03-07,9598,8793.427727502714,804.5722724972857,647336.5416714465
WVAL only,6,2026-02-28,2,2026-03-14,7793,7654.383778644245,138.61622135575544,19214.45682294779
WVAL only,6,2026-02-28,3,2026-03-21,6088,6936.142934518219,848.1429345182187,719346.4373731754
WVAL only,6,2026-03-07,1,2026-03-14,7793,9111.418004230072,1318.4180042300723,1738226.0338780067
WVAL only,6,2026-03-07,2,2026-03-21,6088,8500.900566778882,2412.9005667788824,5822089.145161852
WVAL only,6,2026-03-07,3,2026-03-28,3306,7625.979527862049,4319.979527862049,18662223.121147208
WVAL only,6,2026-03-14,1,2026-03-21,6088,6065.279179295154,22.72082070484612,516.2356935017641
WVAL only,6,2026-03-14,2,2026-03-28,3306,4966.479139664409,1660.4791396644086,2757190.9732606546
WVAL only,6,2026-03-14,3,2026-04-04,2901,4488.776011656447,1587.7760116564468,2521032.6631916533
WVAL only,6,2026-03-21,1,2026-03-28,3306,5008.662225396395,1702.6622253963951,2899058.653791805
WVAL only,6,2026-03-21,2,2026-04-04,2901,4535.099002965503,1634.0990029655031,2670279.551492851
WVAL only,6,2026-03-21,3,2026-04-11,2235,3958.235006088819,1723.2350060888189,2969538.8862099317
WVAL only,6,2026-03-28,1,2026-04-04,2901,1398.1776562990271,1502.8223437009729,2258474.996726885
WVAL only,6,2026-03-28,2,2026-04-11,2235,540.5167559651384,1694.4832440348616,2871273.4643149083
WVAL only,6,2026-03-28,3,2026-04-18,1941,407.3393008527663,1533.6606991472336,2352115.1401087814
WVAL only,6,2026-04-04,1,2026-04-11,2235,3303.7659154870403,1068.7659154870403,1142260.5821068513
WVAL only,6,2026-04-04,2,2026-04-18,1941,3413.7762253251713,1472.7762253251713,2169069.8098830595
WVAL only,6,2026-04-04,3,2026-04-25,1877,3097.5659804640577,1220.5659804640577,1489781.3126661866
WVAL only,6,2026-04-11,1,2026-04-18,1941,1454.5258964888942,486.4741035111058,236657.05338693407
WVAL only,6,2026-04-11,2,2026-04-25,1877,969.7303626899402,907.2696373100598,823138.1947847274
WVAL only,6,2026-04-11,3,2026-05-02,1649,888.2008534853834,760.7991465146166,578815.341337369
WVAL only,6,2026-04-18,1,2026-04-25,1877,1861.844200905717,15.155799094283111,229.69824618627277
WVAL only,6,2026-04-18,2,2026-05-02,1649,1858.9548138346922,209.95481383469223,44081.023852360275
WVAL only,6,2026-04-18,3,2026-05-09,1473,1692.1318712483042,219.13187124830415,48018.776996783345
WVAL only,6,2026-04-25,1,2026-05-02,1649,1886.933865101249,237.933865101249,56612.52416201936
WVAL only,6,2026-04-25,2,2026-05-09,1473,1722.6892030225763,249.6892030225763,62344.69810604932
WVAL only,6,2026-04-25,3,2026-05-16,1306,1569.1162858792331,263.11628587923315,69230.17989488234
WVAL only,6,2026-05-02,1,2026-05-09,1473,1285.379499414575,187.6205005854249,35201.45223992543
WVAL only,6,2026-05-02,2,2026-05-16,1306,1093.350824900908,212.64917509909196,45219.67167032427
WVAL only,6,2026-05-02,3,2026-05-23,1250,1000.3219445860697,249.67805541393034,62339.13135528167
WVAL only,6,2026-05-09,1,2026-05-16,1306,1438.757389600653,132.7573896006529,17624.524493579545
WVAL only,6,2026-05-09,2,2026-05-23,1250,1376.4714920987421,126.47149209874215,15995.038313682197
WVAL only,6,2026-05-09,3,2026-05-30,1060,1256.478718998205,196.47871899820507,38603.88701917563
WVAL only,6,2026-05-16,1,2026-05-23,1250,1132.1098281869317,117.89017181306826,13898.092610114754
WVAL only,6,2026-05-16,2,2026-05-30,1060,990.431112479044,69.56888752095597,4839.830110903423
WVAL only,6,2026-05-16,3,2026-06-06,1011,907.481986243683,103.51801375631703,10715.979172053043
