covariate_set,lag_weeks,reference_date,horizon,target_end_date,observed,median,absolute_error,squared_error
WVAL + NSSP,4,2025-11-01,2,2025-11-15,2487,1412.0938309821481,1074.9061690178519,1155423.2721926346
WVAL + NSSP,4,2025-11-01,3,2025-11-22,3584,1229.1433694737825,2354.8566305262175,5545349.750333291
WVAL + NSSP,4,2025-11-08,1,2025-11-15,2487,2002.2938674109787,484.7061325890213,234940.0349694059
WVAL + NSSP,4,2025-11-08,2,2025-11-22,3584,1886.8253930324386,1697.1746069675614,2880401.6465354967
WVAL + NSSP,4,2025-11-08,3,2025-11-29,5220,1902.41345132094,3317.58654867906,11006380.507976236
WVAL + NSSP,4,2025-11-15,1,2025-11-22,3584,2687.45192353572,896.5480764642798,803798.4534118001
WVAL + NSSP,4,2025-11-15,2,2025-11-29,5220,2794.6661299886446,2425.3338700113554,5882244.381024258
WVAL + NSSP,4,2025-11-15,3,2025-12-06,7449,2746.434265501288,4702.565734498712,22114124.487281412
WVAL + NSSP,4,2025-11-22,1,2025-11-29,5220,4275.389244142507,944.6107558574931,892289.4800816645
WVAL + NSSP,4,2025-11-22,2,2025-12-06,7449,4397.334669971076,3051.6653300289236,9312661.28650054
WVAL + NSSP,4,2025-11-22,3,2025-12-13,11156,4335.207670410627,6820.792329589373,46523208.00338523
WVAL + NSSP,4,2025-11-29,1,2025-12-06,7449,5960.780716618599,1488.2192833814006,2214796.6354282494
WVAL + NSSP,4,2025-11-29,2,2025-12-13,11156,6083.0425909244095,5072.9574090755905,25734896.87429493
WVAL + NSSP,4,2025-11-29,3,2025-12-20,21083,6104.106117196383,14978.893882803617,224367261.9522916
WVAL + NSSP,4,2025-12-06,1,2025-12-13,11156,8550.298691127808,2605.7013088721924,6789679.311058257
WVAL + NSSP,4,2025-12-06,2,2025-12-20,21083,8867.494220682776,12215.505779317224,149218581.44453248
WVAL + NSSP,4,2025-12-06,3,2025-12-27,37602,8943.818771675149,28658.18122832485,821291351.3155109
WVAL + NSSP,4,2025-12-13,1,2025-12-20,21083,13210.669776127317,7872.330223872683,61973583.15369932
WVAL + NSSP,4,2025-12-13,2,2025-12-27,37602,13839.296709926097,23762.703290073903,564666067.6520891
WVAL + NSSP,4,2025-12-13,3,2026-01-03,42634,13571.146262566901,29062.8537374331,844649467.3634291
WVAL + NSSP,4,2025-12-20,1,2025-12-27,37602,27631.94978518797,9970.050214812029,99401901.28587338
WVAL + NSSP,4,2025-12-20,2,2026-01-03,42634,29688.823197672114,12945.176802327886,167577602.44352803
WVAL + NSSP,4,2025-12-20,3,2026-01-10,29933,29953.996467086785,20.996467086784833,440.85163012643875
WVAL + NSSP,4,2025-12-27,1,2026-01-03,42634,48583.12171434795,5949.121714347952,35392049.17212631
WVAL + NSSP,4,2025-12-27,2,2026-01-10,29933,53490.985685626496,23557.985685626496,554978689.5641829
WVAL + NSSP,4,2025-12-27,3,2026-01-17,19754,56351.0927301339,36597.0927301339,1339347196.29802
WVAL + NSSP,4,2026-01-03,1,2026-01-10,29933,42008.9723356557,12075.9723356557,145829107.8515218
WVAL + NSSP,4,2026-01-03,2,2026-01-17,19754,41869.29677085679,22115.29677085679,489086351.2630687
WVAL + NSSP,4,2026-01-03,3,2026-01-24,16819,45231.80357881366,28412.803578813662,807287407.2082465
WVAL + NSSP,4,2026-01-10,1,2026-01-17,19754,19299.172049097506,454.8279509024942,206868.46492216166
WVAL + NSSP,4,2026-01-10,2,2026-01-24,16819,19163.835819429012,2344.835819429012,5498255.020077327
WVAL + NSSP,4,2026-01-10,3,2026-01-31,15751,20621.885480712983,4870.885480712983,23725525.366220545
WVAL + NSSP,4,2026-01-17,1,2026-01-24,16819,20120.60138765072,3301.6013876507204,10900571.722937163
WVAL + NSSP,4,2026-01-17,2,2026-01-31,15751,21742.180789981663,5991.180789981663,35894247.258245304
WVAL + NSSP,4,2026-01-17,3,2026-02-07,16121,19599.92643148307,3478.926431483069,12102929.11567152
WVAL + NSSP,4,2026-01-24,1,2026-01-31,15751,15658.836876986308,92.1631230136918,8494.041243636888
WVAL + NSSP,4,2026-01-24,2,2026-02-07,16121,13263.46075418219,2857.5392458178103,8165530.54138902
WVAL + NSSP,4,2026-01-24,3,2026-02-14,16436,9434.135847462136,7001.864152537864,49026101.61059479
WVAL + NSSP,4,2026-01-31,1,2026-02-07,16121,13429.332483961174,2691.667516038826,7245074.016898623
WVAL + NSSP,4,2026-01-31,2,2026-02-14,16436,9614.870118036675,6821.129881963325,46527812.866613
WVAL + NSSP,4,2026-01-31,3,2026-02-21,14731,8200.758671809383,6530.241328190617,42644051.80440876
WVAL + NSSP,4,2026-02-07,1,2026-02-14,16436,14625.205760900835,1810.7942390991648,3278975.776354723
WVAL + NSSP,4,2026-02-07,2,2026-02-21,14731,13629.004333352397,1101.9956666476028,1214394.4493100944
WVAL + NSSP,4,2026-02-07,3,2026-02-28,11159,12455.425315580342,1296.4253155803417,1680718.5988775885
WVAL + NSSP,4,2026-02-14,1,2026-02-21,14731,16819.07968387144,2088.0796838714414,4360076.766196659
WVAL + NSSP,4,2026-02-14,2,2026-02-28,11159,15845.771680249194,4686.771680249194,21965828.782785855
WVAL + NSSP,4,2026-02-14,3,2026-03-07,9598,14269.881135785896,4671.881135785896,21826473.346912112
WVAL + NSSP,4,2026-02-21,1,2026-02-28,11159,12073.954221018896,914.9542210188956,837141.226560294
WVAL + NSSP,4,2026-02-21,2,2026-03-07,9598,10252.298031247772,654.2980312477721,428105.9136947105
WVAL + NSSP,4,2026-02-21,3,2026-03-14,7793,9137.440775640385,1344.4407756403853,1807520.9992045208
WVAL + NSSP,4,2026-02-28,1,2026-03-07,9598,8553.62666627277,1044.3733337272297,1090715.6602005274
WVAL + NSSP,4,2026-02-28,2,2026-03-14,7793,7280.870699160418,512.1293008395824,262276.42077843944
WVAL + NSSP,4,2026-02-28,3,2026-03-21,6088,6641.186419312837,553.1864193128367,306015.2145121576
WVAL + NSSP,4,2026-03-07,1,2026-03-14,7793,9218.373637793498,1425.3736377934983,2031690.007316671
WVAL + NSSP,4,2026-03-07,2,2026-03-21,6088,8747.111424759565,2659.111424759565,7070873.569286845
WVAL + NSSP,4,2026-03-07,3,2026-03-28,3306,7473.937440433986,4167.937440433986,17371702.507371407
WVAL + NSSP,4,2026-03-14,1,2026-03-21,6088,6108.665848006365,20.665848006365195,427.0772738221883
WVAL + NSSP,4,2026-03-14,2,2026-03-28,3306,4607.183129424016,1301.1831294240164,1693077.5362976766
WVAL + NSSP,4,2026-03-14,3,2026-04-04,2901,3874.279932463485,973.2799324634848,947273.8269361255
WVAL + NSSP,4,2026-03-21,1,2026-03-28,3306,4569.351179717914,1263.3511797179144,1596056.203294646
WVAL + NSSP,4,2026-03-21,2,2026-04-04,2901,3833.7292817005173,932.7292817005173,869983.912941563
WVAL + NSSP,4,2026-03-21,3,2026-04-11,2235,3349.0371847821625,1114.0371847821625,1241078.849077366
WVAL + NSSP,4,2026-03-28,1,2026-04-04,2901,1509.5662975627788,1391.4337024372212,1936087.7482781534
WVAL + NSSP,4,2026-03-28,2,2026-04-11,2235,840.9416080598332,1394.0583919401668,1943398.8001388037
WVAL + NSSP,4,2026-03-28,3,2026-04-18,1941,737.2382148559445,1203.7617851440555,1449042.4353732031
WVAL + NSSP,4,2026-04-04,1,2026-04-11,2235,3410.5322628700283,1175.5322628700283,1381876.1010483291
WVAL + NSSP,4,2026-04-04,2,2026-04-18,1941,3520.5161648912326,1579.5161648912326,2494871.3151527075
WVAL + NSSP,4,2026-04-04,3,2026-04-25,1877,3052.080186473987,1175.080186473987,1380813.4446437398
WVAL + NSSP,4,2026-04-11,1,2026-04-18,1941,1357.8860799743586,583.1139200256414,340021.8437276701
WVAL + NSSP,4,2026-04-11,2,2026-04-25,1877,704.447560106591,1172.552439893409,1374879.2242999864
WVAL + NSSP,4,2026-04-11,3,2026-05-02,1649,599.3236119916364,1049.6763880083636,1101820.5195422845
WVAL + NSSP,4,2026-04-18,1,2026-04-25,1877,1775.0150072140177,101.98499278598229,10400.938753556859
WVAL + NSSP,4,2026-04-18,2,2026-05-02,1649,1758.0423683901831,109.04236839018313,11890.238104140408
WVAL + NSSP,4,2026-04-18,3,2026-05-09,1473,1519.704372112835,46.70437211283502,2181.298374454161
WVAL + NSSP,4,2026-04-25,1,2026-05-02,1649,1945.5040832111208,296.5040832111208,87914.67136086726
WVAL + NSSP,4,2026-04-25,2,2026-05-09,1473,1723.1971969189676,250.19719691896762,62598.63734610866
WVAL + NSSP,4,2026-04-25,3,2026-05-16,1306,1471.0001291816156,165.00012918161565,27225.04262994985
WVAL + NSSP,4,2026-05-02,1,2026-05-09,1473,1176.9841914200215,296.0158085799785,87625.35892925848
WVAL + NSSP,4,2026-05-02,2,2026-05-16,1306,880.0392228412277,425.9607771587723,181442.5836777053
WVAL + NSSP,4,2026-05-02,3,2026-05-23,1250,736.4097687120284,513.5902312879716,263774.9256744322
WVAL + NSSP,4,2026-05-09,1,2026-05-16,1306,1427.049601155269,121.0496011552691,14653.005939849727
WVAL + NSSP,4,2026-05-09,2,2026-05-23,1250,1330.02287864766,80.02287864766004,6403.661107058125
WVAL + NSSP,4,2026-05-09,3,2026-05-30,1060,1158.0976377715099,98.09763777150988,9623.146536350361
WVAL + NSSP,4,2026-05-16,1,2026-05-23,1250,1106.597874981394,143.40212501860606,20564.16945985192
WVAL + NSSP,4,2026-05-16,2,2026-05-30,1060,915.8222253371721,144.17777466282791,20787.230706725182
WVAL + NSSP,4,2026-05-16,3,2026-06-06,1011,824.4689542053175,186.53104579468254,34793.83104525795
WVAL + NSSP,5,2025-09-27,1,2025-10-04,976,1271.7831257253456,295.7831257253456,87487.6574638556
WVAL + NSSP,5,2025-09-27,2,2025-10-11,1016,1292.8325273647872,276.8325273647872,76636.24820717565
WVAL + NSSP,5,2025-09-27,3,2025-10-18,1119,1176.3013202031473,57.30132020314727,3283.4412970236135
WVAL + NSSP,5,2025-10-04,1,2025-10-11,1016,820.6253293309898,195.37467066901024,38171.26193902421
WVAL + NSSP,5,2025-10-04,2,2025-10-18,1119,624.6472619455683,494.3527380544317,244384.62962191357
WVAL + NSSP,5,2025-10-04,3,2025-10-25,1199,560.3734453864585,638.6265546135415,407843.8762575628
WVAL + NSSP,5,2025-10-11,1,2025-10-18,1119,936.6548768931742,182.34512310682578,33249.74392084345
WVAL + NSSP,5,2025-10-11,2,2025-10-25,1199,924.9702261300764,274.0297738699236,75092.31696720146
WVAL + NSSP,5,2025-10-11,3,2025-11-01,1358,910.3520335381575,447.64796646184254,200388.7018774229
WVAL + NSSP,5,2025-10-18,1,2025-10-25,1199,1216.289823353092,17.28982335309206,298.93799158112756
WVAL + NSSP,5,2025-10-18,2,2025-11-01,1358,1250.935514502849,107.06448549715105,11462.80405476967
WVAL + NSSP,5,2025-10-18,3,2025-11-08,1787,1239.6839993639182,547.3160006360818,299554.80455227545
WVAL + NSSP,5,2025-10-25,1,2025-11-01,1358,1223.3674498155215,134.63255018447853,18125.92356917613
WVAL + NSSP,5,2025-10-25,2,2025-11-08,1787,1207.5147892048376,579.4852107951624,335803.1095303138
WVAL + NSSP,5,2025-10-25,3,2025-11-15,2487,1202.2192441246561,1284.7807558753439,1650661.5906676198
WVAL + NSSP,5,2025-11-01,1,2025-11-08,1787,1422.7413922485594,364.25860775144065,132684.3333210179
WVAL + NSSP,5,2025-11-01,2,2025-11-15,2487,1454.0002948550414,1032.9997051449586,1067088.3908295715
WVAL + NSSP,5,2025-11-01,3,2025-11-22,3584,1437.6234912944533,2146.3765087055467,4606932.1171230115
WVAL + NSSP,5,2025-11-08,1,2025-11-15,2487,2036.4488737202387,450.5511262797613,202996.31739196143
WVAL + NSSP,5,2025-11-08,2,2025-11-22,3584,2119.1196829104247,1464.8803170895753,2145874.3433964546
WVAL + NSSP,5,2025-11-08,3,2025-11-29,5220,1936.4701313391924,3283.5298686608076,10781568.39838766
WVAL + NSSP,5,2025-11-15,1,2025-11-22,3584,2839.918953847173,744.0810461528272,553656.6032438858
WVAL + NSSP,5,2025-11-15,2,2025-11-29,5220,2780.123692570405,2439.876307429595,5952996.395556275
WVAL + NSSP,5,2025-11-15,3,2025-12-06,7449,2901.463957188681,4547.536042811319,20680084.06066803
WVAL + NSSP,5,2025-11-22,1,2025-11-29,5220,3971.1643325452087,1248.8356674547913,1559590.524307254
WVAL + NSSP,5,2025-11-22,2,2025-12-06,7449,4296.795415347788,3152.2045846522124,9936393.743502427
WVAL + NSSP,5,2025-11-22,3,2025-12-13,11156,4358.203680636199,6797.796319363801,46210034.79955603
WVAL + NSSP,5,2025-11-29,1,2025-12-06,7449,6298.085806713917,1150.914193286083,1324603.4803073553
WVAL + NSSP,5,2025-11-29,2,2025-12-13,11156,6705.135012452012,4450.864987547988,19810199.137380548
WVAL + NSSP,5,2025-11-29,3,2025-12-20,21083,6835.793073825929,14247.20692617407,202982905.1972224
WVAL + NSSP,5,2025-12-06,1,2025-12-13,11156,8556.207001054094,2599.792998945906,6758923.637368149
WVAL + NSSP,5,2025-12-06,2,2025-12-20,21083,9015.203603183538,12067.796396816462,145631709.8750164
WVAL + NSSP,5,2025-12-06,3,2025-12-27,37602,9211.454310404668,28390.545689595332,806023084.5530001
WVAL + NSSP,5,2025-12-13,1,2025-12-20,21083,13215.926142212225,7867.073857787775,61890851.083887815
WVAL + NSSP,5,2025-12-13,2,2025-12-27,37602,14179.411548163043,23422.588451836957,548617649.7841259
WVAL + NSSP,5,2025-12-13,3,2026-01-03,42634,14613.99997192131,28020.00002807869,785120401.5735298
WVAL + NSSP,5,2025-12-20,1,2025-12-27,37602,27170.976998988153,10431.023001011847,108806240.84763819
WVAL + NSSP,5,2025-12-20,2,2026-01-03,42634,30318.93476629508,12315.065233704921,151660831.71040764
WVAL + NSSP,5,2025-12-20,3,2026-01-10,29933,31035.237366353926,1102.2373663539256,1214927.211786838
WVAL + NSSP,5,2025-12-27,1,2026-01-03,42634,49248.37673888054,6614.376738880543,43749979.643844
WVAL + NSSP,5,2025-12-27,2,2026-01-10,29933,54163.92208482976,24230.922084829763,587137585.0810907
WVAL + NSSP,5,2025-12-27,3,2026-01-17,19754,55732.25520072733,35978.25520072733,1294434847.2886634
WVAL + NSSP,5,2026-01-03,1,2026-01-10,29933,41088.433672556595,11155.433672556595,124443700.42280953
WVAL + NSSP,5,2026-01-03,2,2026-01-17,19754,39068.32872624924,19314.328726249238,373043294.1456165
WVAL + NSSP,5,2026-01-03,3,2026-01-24,16819,39420.533190641436,22601.533190641436,510829302.5676664
WVAL + NSSP,5,2026-01-10,1,2026-01-17,19754,17982.044603230413,1771.9553967695865,3139825.928140863
WVAL + NSSP,5,2026-01-10,2,2026-01-24,16819,15095.905833165401,1723.0941668345986,2969053.5077794194
WVAL + NSSP,5,2026-01-10,3,2026-01-31,15751,20055.891797221633,4304.891797221633,18532093.3857861
WVAL + NSSP,5,2026-01-17,1,2026-01-24,16819,18670.45488738698,1851.454887386979,3427885.200029131
WVAL + NSSP,5,2026-01-17,2,2026-01-31,15751,24300.941722478834,8549.941722478834,73101503.45778432
WVAL + NSSP,5,2026-01-17,3,2026-02-07,16121,27148.75373284586,11027.75373284586,121611352.39229581
WVAL + NSSP,5,2026-01-24,1,2026-01-31,15751,20429.361445534912,4678.3614455349125,21887065.815067515
WVAL + NSSP,5,2026-01-24,2,2026-02-07,16121,22530.75234011929,6409.752340119288,41084925.06166469
WVAL + NSSP,5,2026-01-24,3,2026-02-14,16436,20155.8669032095,3719.8669032094986,13837409.777593425
WVAL + NSSP,5,2026-01-31,1,2026-02-07,16121,13977.555302071163,2143.444697928837,4594355.173079243
WVAL + NSSP,5,2026-01-31,2,2026-02-14,16436,11078.57090338799,5357.42909661201,28702046.525224976
WVAL + NSSP,5,2026-01-31,3,2026-02-21,14731,6374.670593207057,8356.329406792942,69828241.15483248
WVAL + NSSP,5,2026-02-07,1,2026-02-14,16436,15088.771792317693,1347.2282076823067,1815023.8435748804
WVAL + NSSP,5,2026-02-07,2,2026-02-21,14731,10874.472435775626,3856.527564224374,14872804.853622384
WVAL + NSSP,5,2026-02-07,3,2026-02-28,11159,8432.97457192823,2726.025428071771,7431214.634493882
WVAL + NSSP,5,2026-02-14,1,2026-02-21,14731,13398.667082029937,1332.3329179700631,1775111.004306623
WVAL + NSSP,5,2026-02-14,2,2026-02-28,11159,11161.009283048086,2.0092830480862176,4.037218367326641
WVAL + NSSP,5,2026-02-14,3,2026-03-07,9598,10378.274677013225,780.2746770132253,608828.5715880931
WVAL + NSSP,5,2026-02-21,1,2026-02-28,11159,13449.471714699994,2290.4717146999938,5246260.67584073
WVAL + NSSP,5,2026-02-21,2,2026-03-07,9598,12741.27471190258,3143.2747119025807,9880175.914486252
WVAL + NSSP,5,2026-02-21,3,2026-03-14,7793,12371.797874541724,4578.797874541724,20965389.97590781
WVAL + NSSP,5,2026-02-28,1,2026-03-07,9598,8700.100042575259,897.8999574247409,806224.3335433516
WVAL + NSSP,5,2026-02-28,2,2026-03-14,7793,7946.788789944937,153.78878994493698,23650.99191272795
WVAL + NSSP,5,2026-02-28,3,2026-03-21,6088,7854.832172951065,1766.8321729510653,3121695.927374983
WVAL + NSSP,5,2026-03-07,1,2026-03-14,7793,9600.551312853364,1807.551312853364,3267241.7485979195
WVAL + NSSP,5,2026-03-07,2,2026-03-21,6088,9623.29790111128,3535.29790111128,12498331.249601824
WVAL + NSSP,5,2026-03-07,3,2026-03-28,3306,9125.59014906982,5819.59014906982,33867629.503150485
WVAL + NSSP,5,2026-03-14,1,2026-03-21,6088,6299.134268561582,211.13426856158185,44577.67936103417
WVAL + NSSP,5,2026-03-14,2,2026-03-28,3306,5575.662943653495,2269.662943653495,5151369.877793848
WVAL + NSSP,5,2026-03-14,3,2026-04-04,2901,5377.86811029413,2476.86811029413,6134875.635792014
WVAL + NSSP,5,2026-03-21,1,2026-03-28,3306,5188.539422097039,1882.5394220970393,3543954.6757494546
WVAL + NSSP,5,2026-03-21,2,2026-04-04,2901,4964.946270118936,2063.946270118936,4259874.205937867
WVAL + NSSP,5,2026-03-21,3,2026-04-11,2235,4484.865961686226,2249.865961686226,5061896.845554287
WVAL + NSSP,5,2026-03-28,1,2026-04-04,2901,1513.5259946077113,1387.4740053922887,1925084.1156393208
WVAL + NSSP,5,2026-03-28,2,2026-04-11,2235,808.2492122686581,1426.750787731342,2035617.8102920046
WVAL + NSSP,5,2026-03-28,3,2026-04-18,1941,515.697432679523,1425.302567320477,2031487.4084103429
WVAL + NSSP,5,2026-04-04,1,2026-04-11,2235,3342.896954311798,1107.8969543117978,1227435.6613733578
WVAL + NSSP,5,2026-04-04,2,2026-04-18,1941,3206.2805430010158,1265.2805430010158,1600934.8524969453
WVAL + NSSP,5,2026-04-04,3,2026-04-25,1877,2686.360140251606,809.360140251606,655063.8366280993
WVAL + NSSP,5,2026-04-11,1,2026-04-18,1941,1179.4512059140798,761.5487940859202,579956.5657737193
WVAL + NSSP,5,2026-04-11,2,2026-04-25,1877,525.7256651860625,1351.2743348139375,1825942.3279268492
WVAL + NSSP,5,2026-04-11,3,2026-05-02,1649,192.59441617534867,1456.4055838246513,2121117.2245956236
WVAL + NSSP,5,2026-04-18,1,2026-04-25,1877,1913.6897448869233,36.689744886923336,1346.137379867517
WVAL + NSSP,5,2026-04-18,2,2026-05-02,1649,1675.5915915231697,26.591591523169654,707.1127397351082
WVAL + NSSP,5,2026-04-18,3,2026-05-09,1473,1292.3614030494546,180.63859695054543,32630.302708261603
WVAL + NSSP,5,2026-04-25,1,2026-05-02,1649,1608.8885383323716,40.11146166762842,1608.929357113624
WVAL + NSSP,5,2026-04-25,2,2026-05-09,1473,1221.2599721584593,251.74002784154072,63373.0416176597
WVAL + NSSP,5,2026-04-25,3,2026-05-16,1306,884.7590971316083,421.2409028683917,177443.8982493778
WVAL + NSSP,5,2026-05-02,1,2026-05-09,1473,1294.5593284160682,178.44067158393182,31841.073275324612
WVAL + NSSP,5,2026-05-02,2,2026-05-16,1306,963.0745485600721,342.9254514399279,117597.86524527834
WVAL + NSSP,5,2026-05-02,3,2026-05-23,1250,606.6395635553146,643.3604364446854,413912.6511822961
WVAL + NSSP,5,2026-05-09,1,2026-05-16,1306,1289.9207661933533,16.079233806646698,258.54175980881007
WVAL + NSSP,5,2026-05-09,2,2026-05-23,1250,955.3543249316244,294.64567506837557,86816.07383649875
WVAL + NSSP,5,2026-05-09,3,2026-05-30,1060,616.9107146609065,443.0892853390935,196328.11478230864
WVAL + NSSP,5,2026-05-16,1,2026-05-23,1250,984.8613696697118,265.13863033028815,70298.4932934212
WVAL + NSSP,5,2026-05-16,2,2026-05-30,1060,648.4754542124172,411.52454578758284,169352.45178567636
WVAL + NSSP,5,2026-05-16,3,2026-06-06,1011,420.14406410683023,590.8559358931698,349110.7369801935
WVAL + NSSP,6,2025-09-27,1,2025-10-04,976,1158.0198463456225,182.01984634562245,33131.22446368401
WVAL + NSSP,6,2025-09-27,2,2025-10-11,1016,1203.4374548271826,187.4374548271826,35132.79947209211
WVAL + NSSP,6,2025-09-27,3,2025-10-18,1119,1112.2413072417526,6.7586927582474345,45.67992780038632
WVAL + NSSP,6,2025-10-04,1,2025-10-11,1016,892.271709543076,123.72829045692401,15308.689859392955
WVAL + NSSP,6,2025-10-04,2,2025-10-18,1119,762.0463332383681,356.9536667616319,127415.92021457414
WVAL + NSSP,6,2025-10-04,3,2025-10-25,1199,693.6107831850873,505.38921681491274,255418.2604727909
WVAL + NSSP,6,2025-10-11,1,2025-10-18,1119,1046.8434828274594,72.15651717254059,5206.562970471145
WVAL + NSSP,6,2025-10-11,2,2025-10-25,1199,1084.1725417548932,114.82745824510675,13185.345167031735
WVAL + NSSP,6,2025-10-11,3,2025-11-01,1358,1084.1725417548932,273.82745824510675,74981.47688897568
WVAL + NSSP,6,2025-10-18,1,2025-10-25,1199,1211.8643157624542,12.864315762454225,165.49062003612823
WVAL + NSSP,6,2025-10-18,2,2025-11-01,1358,1235.4395268205863,122.56047317941375,15021.069585961797
WVAL + NSSP,6,2025-10-18,3,2025-11-08,1787,1235.4395268205863,551.5604731794137,304218.9555738988
WVAL + NSSP,6,2025-10-25,1,2025-11-01,1358,1212.6582761629315,145.34172383706846,21124.216687930675
WVAL + NSSP,6,2025-10-25,2,2025-11-08,1787,1208.43392046802,578.56607953198,334738.7083850054
WVAL + NSSP,6,2025-10-25,3,2025-11-15,2487,1208.43392046802,1278.56607953198,1634731.2197297774
WVAL + NSSP,6,2025-11-01,1,2025-11-08,1787,1465.653592429837,321.3464075701629,103263.51365824926
WVAL + NSSP,6,2025-11-01,2,2025-11-15,2487,1513.2297479873796,973.7702520126204,948228.5037047223
WVAL + NSSP,6,2025-11-01,3,2025-11-22,3584,1512.097756161648,2071.9022438383518,4292778.908022397
WVAL + NSSP,6,2025-11-08,1,2025-11-15,2487,2082.030649238925,404.969350761075,164000.1750558466
WVAL + NSSP,6,2025-11-08,2,2025-11-22,3584,2186.1128116895525,1397.8871883104475,1954088.5912424885
WVAL + NSSP,6,2025-11-08,3,2025-11-29,5220,2184.974345898298,3035.025654101702,9211380.721055465
WVAL + NSSP,6,2025-11-15,1,2025-11-22,3584,2903.090414047268,680.909585952732,463637.8642423209
WVAL + NSSP,6,2025-11-15,2,2025-11-29,5220,3034.717604583853,2185.282395416147,4775459.147715734
WVAL + NSSP,6,2025-11-15,3,2025-12-06,7449,3038.098902910113,4410.901097089887,19456048.48830877
WVAL + NSSP,6,2025-11-22,1,2025-11-29,5220,4240.107729137624,979.8922708623759,960188.8624958238
WVAL + NSSP,6,2025-11-22,2,2025-12-06,7449,4467.096734079594,2981.903265920406,8891747.087306783
WVAL + NSSP,6,2025-11-22,3,2025-12-13,11156,4458.003991603381,6697.996008396619,44863150.52849704
WVAL + NSSP,6,2025-11-29,1,2025-12-06,7449,6202.915792115623,1246.084207884377,1552725.8531388354
WVAL + NSSP,6,2025-11-29,2,2025-12-13,11156,6517.834410219205,4638.165589780795,21512580.03822663
WVAL + NSSP,6,2025-11-29,3,2025-12-20,21083,6509.078971803865,14573.921028196135,212399174.1360975
WVAL + NSSP,6,2025-12-06,1,2025-12-13,11156,8726.906513078446,2429.0934869215544,5900495.1682047155
WVAL + NSSP,6,2025-12-06,2,2025-12-20,21083,9129.959990755817,11953.040009244183,142875165.46259218
WVAL + NSSP,6,2025-12-06,3,2025-12-27,37602,9113.497303642056,28488.502696357944,811594785.8803939
WVAL + NSSP,6,2025-12-13,1,2025-12-20,21083,13011.27450641542,8071.7254935845795,65152752.44378322
WVAL + NSSP,6,2025-12-13,2,2025-12-27,37602,13073.525085294244,24528.474914705756,601646081.6413496
WVAL + NSSP,6,2025-12-13,3,2026-01-03,42634,12212.67506821893,30421.32493178107,925457010.6050045
WVAL + NSSP,6,2025-12-20,1,2025-12-27,37602,27212.06781107184,10389.93218892816,107950690.8905255
WVAL + NSSP,6,2025-12-20,2,2026-01-03,42634,28516.91739212341,14117.08260787659,199292021.3576117
WVAL + NSSP,6,2025-12-20,3,2026-01-10,29933,26747.38402657398,3185.615973426022,10148149.130147021
WVAL + NSSP,6,2025-12-27,1,2026-01-03,42634,48619.65438316264,5985.65438316264,35828058.39467413
WVAL + NSSP,6,2025-12-27,2,2026-01-10,29933,52778.28387053715,22845.283870537147,521906995.12542474
WVAL + NSSP,6,2025-12-27,3,2026-01-17,19754,53039.48668192104,33285.48668192104,1107923623.6523428
WVAL + NSSP,6,2026-01-03,1,2026-01-10,29933,40161.58489001457,10228.584890014572,104623948.85223441
WVAL + NSSP,6,2026-01-03,2,2026-01-17,19754,36112.28764242084,16358.287642420837,267593574.59217826
WVAL + NSSP,6,2026-01-03,3,2026-01-24,16819,34045.443607561654,17226.443607561654,296750359.3645018
WVAL + NSSP,6,2026-01-10,1,2026-01-17,19754,17134.9391167527,2619.060883247301,6859479.910156132
WVAL + NSSP,6,2026-01-10,2,2026-01-24,16819,12237.7584941214,4581.241505878599,20987773.735184815
WVAL + NSSP,6,2026-01-10,3,2026-01-31,15751,11642.247383391537,4108.752616608463,16881848.064486887
WVAL + NSSP,6,2026-01-17,1,2026-01-24,16819,17038.78900337152,219.78900337151936,48307.20600304575
WVAL + NSSP,6,2026-01-17,2,2026-01-31,15751,16808.386291510276,1057.3862915102764,1118065.7694738552
WVAL + NSSP,6,2026-01-17,3,2026-02-07,16121,16290.52570934216,169.52570934216055,28738.966127962703
WVAL + NSSP,6,2026-01-24,1,2026-01-31,15751,16376.548263364451,625.5482633644515,391310.6297982812
WVAL + NSSP,6,2026-01-24,2,2026-02-07,16121,15753.490443021492,367.50955697850804,135063.27447053924
WVAL + NSSP,6,2026-01-24,3,2026-02-14,16436,14918.806048162796,1517.1939518372037,2301877.487491391
WVAL + NSSP,6,2026-01-31,1,2026-02-07,16121,14427.183720737716,1693.8162792622843,2869013.587893929
WVAL + NSSP,6,2026-01-31,2,2026-02-14,16436,13338.171295108163,3097.8287048918373,9596542.684851838
WVAL + NSSP,6,2026-01-31,3,2026-02-21,14731,12116.9406574547,2614.0593425453008,6833306.24634837
WVAL + NSSP,6,2026-02-07,1,2026-02-14,16436,16417.519888047216,18.480111952783773,341.51453778742166
WVAL + NSSP,6,2026-02-07,2,2026-02-21,14731,15337.65644275551,606.6564427555095,368032.03953676875
WVAL + NSSP,6,2026-02-07,3,2026-02-28,11159,13174.953782557639,2015.953782557639,4064069.6534084524
WVAL + NSSP,6,2026-02-14,1,2026-02-21,14731,15372.728289080607,641.7282890806073,411815.1970063235
WVAL + NSSP,6,2026-02-14,2,2026-02-28,11159,13216.002604501738,2057.0026045017385,4231259.714926936
WVAL + NSSP,6,2026-02-14,3,2026-03-07,9598,11491.195732630735,1893.1957326307347,3584190.0820512245
