reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.15,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.2,480
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.25,951
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.3,1374
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.35,1765
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.4,2304
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.45,2883
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.5,3453
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.55,4022
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.6,4601
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.65,5199
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.7,5830
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.75,6510
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.8,7268
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.85,8150
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.9,9262
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.95,10908
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.975,12337
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.99,13998
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.15,718
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.2,1440
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.25,2059
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.3,2615
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.35,3130
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.4,3618
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.45,4384
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.5,5160
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.55,5936
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.6,6725
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.65,7540
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.7,8398
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.75,9326
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.8,10358
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.85,11562
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.9,13076
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.95,15320
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.975,17266
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.99,19529
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.01,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.025,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.05,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.1,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.15,46
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.2,359
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.25,749
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.3,1100
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.35,1425
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.4,1733
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.45,2031
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.5,2324
